namespace,key,current_value
twilightforest,block.minecraft.banner.twilightforest.quest_ram.red,Red Quest Ram Swirls
twilightforest,block.minecraft.banner.twilightforest.quest_ram.orange,Orange Quest Ram Swirls
twilightforest,block.minecraft.banner.twilightforest.quest_ram.yellow,Yellow Quest Ram Swirls
twilightforest,block.minecraft.banner.twilightforest.quest_ram.green,Green Quest Ram Swirls
twilightforest,block.minecraft.banner.twilightforest.quest_ram.lime,Lime Quest Ram Swirls
twilightforest,block.minecraft.banner.twilightforest.quest_ram.blue,Blue Quest Ram Swirls
twilightforest,block.minecraft.banner.twilightforest.quest_ram.cyan,Cyan Quest Ram Swirls
twilightforest,block.minecraft.banner.twilightforest.quest_ram.light_blue,Light Blue Quest Ram Swirls
twilightforest,block.minecraft.banner.twilightforest.quest_ram.purple,Purple Quest Ram Swirls
twilightforest,block.minecraft.banner.twilightforest.quest_ram.magenta,Magenta Quest Ram Swirls
twilightforest,block.minecraft.banner.twilightforest.quest_ram.pink,Pink Quest Ram Swirls
twilightforest,block.minecraft.banner.twilightforest.quest_ram.brown,Brown Quest Ram Swirls
twilightforest,item.twilightforest.boar_spawn_egg,Wild Boar Spawn Egg
twilightforest,item.twilightforest.bighorn_sheep_spawn_egg,Bighorn Sheep Spawn Egg
twilightforest,item.twilightforest.deer_spawn_egg,Wild Deer Spawn Egg
twilightforest,item.twilightforest.redcap_spawn_egg,Redcap Goblin Spawn Egg
twilightforest,item.twilightforest.swarm_spider_spawn_egg,Swarm Spider Spawn Egg
twilightforest,item.twilightforest.naga_spawn_egg,Naga Spawn Egg
twilightforest,item.twilightforest.skeleton_druid_spawn_egg,Skeleton Druid Spawn Egg
twilightforest,item.twilightforest.hostile_wolf_spawn_egg,Hostile Wolf Spawn Egg
twilightforest,item.twilightforest.wraith_spawn_egg,Twilight Wraith Spawn Egg
twilightforest,item.twilightforest.hedge_spider_spawn_egg,Hedge Spider Spawn Egg
twilightforest,item.twilightforest.hydra_spawn_egg,Hydra Spawn Egg
twilightforest,item.twilightforest.lich_spawn_egg,Twilight Lich Spawn Egg
twilightforest,item.twilightforest.penguin_spawn_egg,Penguin Spawn Egg
twilightforest,item.twilightforest.tiny_bird_spawn_egg,Tiny Bird Spawn Egg
twilightforest,item.twilightforest.squirrel_spawn_egg,Forest Squirrel Spawn Egg
twilightforest,item.twilightforest.dwarf_rabbit_spawn_egg,Dwarf Rabbit Spawn Egg
twilightforest,item.twilightforest.raven_spawn_egg,Forest Raven Spawn Egg
twilightforest,item.twilightforest.quest_ram_spawn_egg,Quest Ram Spawn Egg
twilightforest,item.twilightforest.kobold_spawn_egg,Kobold Spawn Egg
twilightforest,item.twilightforest.mosquito_swarm_spawn_egg,Mosquito Swarm Spawn Egg
twilightforest,item.twilightforest.death_tome_spawn_egg,Death Tome Spawn Egg
twilightforest,item.twilightforest.minotaur_spawn_egg,Minotaur Spawn Egg
twilightforest,item.twilightforest.minoshroom_spawn_egg,Minoshroom Spawn Egg
twilightforest,item.twilightforest.fire_beetle_spawn_egg,Fire Beetle Spawn Egg
twilightforest,item.twilightforest.slime_beetle_spawn_egg,Slime Beetle Spawn Egg
twilightforest,item.twilightforest.pinch_beetle_spawn_egg,Pinch Beetle Spawn Egg
twilightforest,item.twilightforest.maze_slime_spawn_egg,Maze Slime Spawn Egg
twilightforest,item.twilightforest.redcap_sapper_spawn_egg,Redcap Sapper Spawn Egg
twilightforest,item.twilightforest.mist_wolf_spawn_egg,Mist Wolf Spawn Egg
twilightforest,item.twilightforest.king_spider_spawn_egg,King Spider Spawn Egg
twilightforest,item.twilightforest.carminite_ghastling_spawn_egg,Carminite Ghastling Spawn Egg
twilightforest,item.twilightforest.carminite_ghastguard_spawn_egg,Carminite Ghastguard Spawn Egg
twilightforest,item.twilightforest.carminite_golem_spawn_egg,Carminite Golem Spawn Egg
twilightforest,item.twilightforest.towerwood_borer_spawn_egg,Towerwood Borer Spawn Egg
twilightforest,item.twilightforest.carminite_broodling_spawn_egg,Carminite Broodling Spawn Egg
twilightforest,item.twilightforest.ur_ghast_spawn_egg,Ur-Ghast Spawn Egg
twilightforest,item.twilightforest.blockchain_goblin_spawn_egg,Block and Chain Goblin Spawn Egg
twilightforest,item.twilightforest.lower_goblin_knight_spawn_egg,Goblin Knight Spawn Egg
twilightforest,item.twilightforest.helmet_crab_spawn_egg,Helmet Crab Spawn Egg
twilightforest,item.twilightforest.knight_phantom_spawn_egg,Knight Phantom Spawn Egg
twilightforest,item.twilightforest.yeti_spawn_egg,Yeti Spawn Egg
twilightforest,item.twilightforest.alpha_yeti_spawn_egg,Alpha Yeti Spawn Egg
twilightforest,item.twilightforest.winter_wolf_spawn_egg,Winter Wolf Spawn Egg
twilightforest,item.twilightforest.snow_guardian_spawn_egg,Snow Guardian Spawn Egg
twilightforest,item.twilightforest.stable_ice_core_spawn_egg,Stable Ice Core Spawn Egg
twilightforest,item.twilightforest.unstable_ice_core_spawn_egg,Unstable Ice Core Spawn Egg
twilightforest,item.twilightforest.snow_queen_spawn_egg,Snow Queen Spawn Egg
twilightforest,item.twilightforest.troll_spawn_egg,Cave Troll Spawn Egg
twilightforest,item.twilightforest.giant_miner_spawn_egg,Giant Miner Spawn Egg
twilightforest,item.twilightforest.armored_giant_spawn_egg,Armored Giant Spawn Egg
twilightforest,item.twilightforest.ice_crystal_spawn_egg,Ice Crystal Spawn Egg
twilightforest,item.twilightforest.harbinger_cube_spawn_egg,Harbinger Cube Spawn Egg [NYI]
twilightforest,item.twilightforest.adherent_spawn_egg,Adherent Spawn Egg [NYI]
twilightforest,item.twilightforest.roving_cube_spawn_egg,Roving Cube Spawn Egg [NYI]
twilightforest,item.twilightforest.guide,Traveller's Logbook [WIP]
twilightforest,item.twilightforest.minotaur_axe.tooltip,Extra damage while charging
twilightforest,item.twilightforest.knightmetal_sword.tooltip,Extra damage to armored targets
twilightforest,item.twilightforest.knightmetal_pickaxe.tooltip,Extra damage to armored targets
twilightforest,item.twilightforest.knightmetal_axe.tooltip,Extra damage to unarmored targets
twilightforest,item.twilightforest.giant_pickaxe.tooltip,Breaks giant blocks
twilightforest,item.twilightforest.fiery_pickaxe.tooltip,Auto-smelting
twilightforest,item.twilightforest.fiery_sword.tooltip,Burns targets
twilightforest,item.twilightforest.fiery_armor.tooltip,Burns attackers
twilightforest,item.twilightforest.phantom_armor.tooltip,Is never lost on death
twilightforest,item.twilightforest.yeti_armor.tooltip,Chills attackers
twilightforest,item.twilightforest.glass_sword.tooltip.1,Creative Mode only
twilightforest,item.twilightforest.skull_candle.desc,Has: %s %s Candle
twilightforest,item.twilightforest.skull_candle.desc.multiple,Has: %s %s Candles
twilightforest,entity.twilightforest.boar,Wild Boar
twilightforest,entity.twilightforest.bighorn_sheep,Bighorn Sheep
twilightforest,entity.twilightforest.deer,Wild Deer
twilightforest,entity.twilightforest.redcap,Redcap Goblin
twilightforest,entity.twilightforest.swarm_spider,Swarm Spider
twilightforest,entity.twilightforest.naga_segment,Naga Segment
twilightforest,entity.twilightforest.skeleton_druid,Skeleton Druid
twilightforest,entity.twilightforest.hostile_wolf,Hostile Wolf
twilightforest,entity.twilightforest.wraith,Twilight Wraith
twilightforest,entity.twilightforest.hedge_spider,Hedge Spider
twilightforest,entity.twilightforest.hydra_head,Hydra Head
twilightforest,entity.twilightforest.lich,Twilight Lich
twilightforest,entity.twilightforest.tiny_bird,Tiny Bird
twilightforest,entity.twilightforest.squirrel,Forest Squirrel
twilightforest,entity.twilightforest.dwarf_rabbit,Dwarf Rabbit
twilightforest,entity.twilightforest.raven,Forest Raven
twilightforest,entity.twilightforest.quest_ram,Quest Ram
twilightforest,entity.twilightforest.boggard,Boggard [NYI]
twilightforest,entity.twilightforest.lich_minion,Lich Minion
twilightforest,entity.twilightforest.loyal_zombie,Loyal Zombie
twilightforest,entity.twilightforest.mosquito_swarm,Mosquito Swarm
twilightforest,entity.twilightforest.death_tome,Death Tome
twilightforest,entity.twilightforest.minotaur,Minotaur
twilightforest,entity.twilightforest.minoshroom,Minoshroom
twilightforest,entity.twilightforest.fire_beetle,Fire Beetle
twilightforest,entity.twilightforest.slime_beetle,Slime Beetle
twilightforest,entity.twilightforest.pinch_beetle,Pinch Beetle
twilightforest,entity.twilightforest.maze_slime,Maze Slime
twilightforest,entity.twilightforest.redcap_sapper,Redcap Sapper
twilightforest,entity.twilightforest.mist_wolf,Mist Wolf
twilightforest,entity.twilightforest.king_spider,King Spider
twilightforest,entity.twilightforest.carminite_ghastling,Carminite Ghastling
twilightforest,entity.twilightforest.carminite_ghastguard,Carminite Ghastguard
twilightforest,entity.twilightforest.carminite_golem,Carminite Golem
twilightforest,entity.twilightforest.towerwood_borer,Towerwood Borer
twilightforest,entity.twilightforest.carminite_broodling,Carminite Broodling
twilightforest,entity.twilightforest.blockchain_goblin,Block and Chain Goblin
twilightforest,entity.twilightforest.upper_goblin_knight,Upper Goblin Knight
twilightforest,entity.twilightforest.lower_goblin_knight,Lower Goblin Knight
twilightforest,entity.twilightforest.helmet_crab,Helmet Crab
twilightforest,entity.twilightforest.knight_phantom,Knight Phantom
twilightforest,entity.twilightforest.alpha_yeti,Alpha Yeti
twilightforest,entity.twilightforest.winter_wolf,Winter Wolf
twilightforest,entity.twilightforest.snow_guardian,Snow Guardian
twilightforest,entity.twilightforest.stable_ice_core,Stable Ice Core
twilightforest,entity.twilightforest.unstable_ice_core,Unstable Ice Core
twilightforest,entity.twilightforest.snow_queen,Snow Queen
twilightforest,entity.twilightforest.troll,Cave Troll
twilightforest,entity.twilightforest.giant_miner,Giant Miner
twilightforest,entity.twilightforest.armored_giant,Armored Giant
twilightforest,entity.twilightforest.ice_crystal,Ice Crystal
twilightforest,entity.twilightforest.harbinger_cube,Harbinger Cube [NYI]
twilightforest,entity.twilightforest.adherent,Adherent [NYI]
twilightforest,entity.twilightforest.castle_guardian,Castle Guardian [NYI]
twilightforest,entity.twilightforest.roving_cube,Roving Cube [NYI]
twilightforest,entity.twilightforest.ice_snowball,Ice Snowball
twilightforest,entity.twilightforest.ice_arrow,Ice Arrow
twilightforest,entity.twilightforest.seeker_arrow,Seeker Arrow
twilightforest,entity.twilightforest.moonworm_shot,Moonworm
twilightforest,entity.twilightforest.nature_bolt,Nature Bolt
twilightforest,entity.twilightforest.slime_blob,Slime Blob
twilightforest,entity.twilightforest.tome_bolt,Death Tome Bolt
twilightforest,entity.twilightforest.wand_bolt,Twilight Scepter Bolt
twilightforest,entity.twilightforest.lich_bolt,Lich Bolt
twilightforest,entity.twilightforest.lich_bomb,Explosive Lich Bolt
twilightforest,entity.twilightforest.hydra_mortar,Hydra Mortar
twilightforest,entity.twilightforest.falling_ice,Falling Ice
twilightforest,entity.twilightforest.chain_block,Block and Chain
twilightforest,entity.twilightforest.thrown_wep,Thrown Weapon
twilightforest,entity.twilightforest.charm_effect,Charm Effect
twilightforest,entity.twilightforest.cube_of_annihilation,Cube of Annihilation
twilightforest,entity.twilightforest.slider,Moving Slide Trap
twilightforest,entity.twilightforest.protection_box,Progression Protection Box
twilightforest,entity.twilightforest.moonworm_slingshot,Moonworm
twilightforest,subtitles.twilightforest.entity.acid_rain,Acid Rain scalds player
twilightforest,subtitles.twilightforest.entity.alphayeti.alert,Alpha Yeti targets player
twilightforest,subtitles.twilightforest.entity.alphayeti.death,Alpha Yeti dies
twilightforest,subtitles.twilightforest.entity.alphayeti.grab,Alpha Yeti grabs player
twilightforest,subtitles.twilightforest.entity.alphayeti.growl,Alpha Yeti growls
twilightforest,subtitles.twilightforest.entity.alphayeti.hurt,Alpha Yeti hurts
twilightforest,subtitles.twilightforest.entity.alphayeti.ice,Alpha Yeti throws ice
twilightforest,subtitles.twilightforest.entity.alphayeti.pant,Alpha Yeti pants
twilightforest,subtitles.twilightforest.entity.alphayeti.roar,Alpha Yeti roars
twilightforest,subtitles.twilightforest.entity.alphayeti.throw,Alpha Yeti yeets player
twilightforest,subtitles.twilightforest.entity.bighorn.ambient,Bighorn Sheep bleats
twilightforest,subtitles.twilightforest.entity.bighorn.death,Bighorn Sheep dies
twilightforest,subtitles.twilightforest.entity.bighorn.hurt,Bighorn Sheep hurts
twilightforest,subtitles.twilightforest.entity.blockchain.ambient,Block and Chain Goblin chuckles
twilightforest,subtitles.twilightforest.entity.blockchain.death,Block and Chain Goblin dies
twilightforest,subtitles.twilightforest.entity.blockchain.hurt,Block and Chain Goblin screams
twilightforest,subtitles.twilightforest.entity.boar.ambient,Boar oinks
twilightforest,subtitles.twilightforest.entity.boar.death,Boar dies
twilightforest,subtitles.twilightforest.entity.boar.hurt,Boar hurts
twilightforest,subtitles.twilightforest.entity.broodling.ambient,Carminite Broodling hisses
twilightforest,subtitles.twilightforest.entity.broodling.death,Carminite Broodling dies
twilightforest,subtitles.twilightforest.entity.broodling.hurt,Carminite Broodling hurts
twilightforest,subtitles.twilightforest.entity.carminitegolem.attack,Carminite Golem attacks
twilightforest,subtitles.twilightforest.entity.carminitegolem.death,Carminite Golem dies
twilightforest,subtitles.twilightforest.entity.carminitegolem.hurt,Carminite Golem hurts
twilightforest,subtitles.twilightforest.entity.cicada,Cicada screams
twilightforest,subtitles.twilightforest.entity.cicada_flying,Cicada zooms away
twilightforest,subtitles.twilightforest.entity.deer.death,Deer dies
twilightforest,subtitles.twilightforest.entity.deer.hurt,Deer hurts
twilightforest,subtitles.twilightforest.entity.deer.ambient,Deer moos
twilightforest,subtitles.twilightforest.entity.dwarf_rabbit.death,Dwarf Rabbit dies
twilightforest,subtitles.twilightforest.entity.dwarf_rabbit.hurt,Dwarf Rabbit hurts
twilightforest,subtitles.twilightforest.entity.dwarf_rabbit.ambient,Dwarf Rabbit squeaks
twilightforest,subtitles.twilightforest.entity.druid.ambient,Skeleton Druid rattles
twilightforest,subtitles.twilightforest.entity.druid.death,Skeleton Druid dies
twilightforest,subtitles.twilightforest.entity.druid.hurt,Skeleton Druid hurts
twilightforest,subtitles.twilightforest.entity.druid.shoot,Skeleton Druid shoots
twilightforest,subtitles.twilightforest.entity.firebeetle.ambient,Fire Beetle hisses
twilightforest,subtitles.twilightforest.entity.firebeetle.death,Fire Beetle dies
twilightforest,subtitles.twilightforest.entity.firebeetle.hurt,Fire Beetle hurts
twilightforest,subtitles.twilightforest.entity.firebeetle.shoot,Fire Beetle shoots
twilightforest,subtitles.twilightforest.entity.ghastguard.ambient,Ghastguard cries
twilightforest,subtitles.twilightforest.entity.ghastguard.death,Ghastguard dies
twilightforest,subtitles.twilightforest.entity.ghastguard.hurt,Ghastguard hurts
twilightforest,subtitles.twilightforest.entity.ghastguard.shoot,Ghastguard shoots
twilightforest,subtitles.twilightforest.entity.ghastling.ambient,Ghastling cries
twilightforest,subtitles.twilightforest.entity.ghastling.death,Ghastling dies
twilightforest,subtitles.twilightforest.entity.ghastling.hurt,Ghastling hurts
twilightforest,subtitles.twilightforest.entity.ghastling.shoot,Ghastling shoots
twilightforest,subtitles.twilightforest.entity.goblinknight.ambient,Goblin Knight chuckles
twilightforest,subtitles.twilightforest.entity.goblinknight.death,Goblin Knight groans in agony
twilightforest,subtitles.twilightforest.entity.goblinknight.hurt,Goblin Knight screeches in pain
twilightforest,subtitles.twilightforest.entity.goblinknight.muffled.ambient,Muffled Goblin Knight chuckles
twilightforest,subtitles.twilightforest.entity.goblinknight.muffled.death,Muffled Goblin Knight groans in agony
twilightforest,subtitles.twilightforest.entity.goblinknight.muffled.hurt,Muffled Goblin Knight screeches in pain
twilightforest,subtitles.twilightforest.entity.hedgespider.ambient,Hedge Spider hisses
twilightforest,subtitles.twilightforest.entity.hedgespider.death,Hedge Spider dies
twilightforest,subtitles.twilightforest.entity.hedgespider.hurt,Hedge Spider hurts
twilightforest,subtitles.twilightforest.entity.helmetcrab.death,Helmet Crab dies
twilightforest,subtitles.twilightforest.entity.helmetcrab.hurt,Helmet Crab hurts
twilightforest,subtitles.twilightforest.entity.hostilewolf.death,Hostile Wolf dies
twilightforest,subtitles.twilightforest.entity.hostilewolf.hurt,Hostile Wolf hurts
twilightforest,subtitles.twilightforest.entity.hostilewolf.ambient,Hostile Wolf growls
twilightforest,subtitles.twilightforest.entity.hostilewolf.target,Hostile Wolf targets victim
twilightforest,subtitles.twilightforest.entity.hydra.death,Hydra dies
twilightforest,subtitles.twilightforest.entity.hydra.growl,Hydra growls
twilightforest,subtitles.twilightforest.entity.hydra.hurt,Hydra hurts
twilightforest,subtitles.twilightforest.entity.hydra.roar,Hydra roars
twilightforest,subtitles.twilightforest.entity.hydra.shoot,Hydra shoots
twilightforest,subtitles.twilightforest.entity.hydra.shoot_fire,Hydra shoots fire
twilightforest,subtitles.twilightforest.entity.hydra.warn,Hydra prepares to bite
twilightforest,subtitles.twilightforest.entity.ice.death,Ice Core dies
twilightforest,subtitles.twilightforest.entity.ice.hurt,Ice Core hurts
twilightforest,subtitles.twilightforest.entity.ice.noise,Ice Core crackles
twilightforest,subtitles.twilightforest.entity.ice.shoot,Ice Core fires snowball
twilightforest,subtitles.twilightforest.entity.iceguardian.ambient,Snow Guardian crackles
twilightforest,subtitles.twilightforest.entity.iceguardian.death,Snow Guardian dies
twilightforest,subtitles.twilightforest.entity.iceguardian.hurt,Snow Guardian hurts
twilightforest,subtitles.twilightforest.entity.kingspider.ambient,King Spider hisses
twilightforest,subtitles.twilightforest.entity.kingspider.death,King Spider dies
twilightforest,subtitles.twilightforest.entity.kingspider.hurt,King Spider hurts
twilightforest,subtitles.twilightforest.entity.kobold.ambient,Kobold grumbles
twilightforest,subtitles.twilightforest.entity.kobold.death,Kobold dies
twilightforest,subtitles.twilightforest.entity.kobold.hurt,Kobold hurts
twilightforest,subtitles.twilightforest.entity.kobold.munch,Kobold munches on food
twilightforest,subtitles.twilightforest.entity.lich.ambient,Lich breathes
twilightforest,subtitles.twilightforest.entity.lich.death,Lich dies
twilightforest,subtitles.twilightforest.entity.lich.hurt,Lich hurts
twilightforest,subtitles.twilightforest.entity.lich.pop_mob,Lich pops mob
twilightforest,subtitles.twilightforest.entity.lich.shoot,Lich shoots
twilightforest,subtitles.twilightforest.entity.lich.teleport,Lich teleports
twilightforest,subtitles.twilightforest.entity.lichclone.hurt,Lich Clone evaporates
twilightforest,subtitles.twilightforest.entity.loyalzombie.ambient,Loyal Zombie groans
twilightforest,subtitles.twilightforest.entity.loyalzombie.death,Loyal Zombie dies
twilightforest,subtitles.twilightforest.entity.loyalzombie.hurt,Loyal Zombie hurts
twilightforest,subtitles.twilightforest.entity.loyalzombie.summon,Loyal Zombie summoned
twilightforest,subtitles.twilightforest.entity.mazeslime.death,Maze Slime dies
twilightforest,subtitles.twilightforest.entity.mazeslime.hurt,Maze Slime hurts
twilightforest,subtitles.twilightforest.entity.mazeslime.squish,Maze Slime squishes
twilightforest,subtitles.twilightforest.entity.minion.ambient,Lich Minion groans
twilightforest,subtitles.twilightforest.entity.minion.death,Lich Minion dies
twilightforest,subtitles.twilightforest.entity.minion.hurt,Lich Minion hurts
twilightforest,subtitles.twilightforest.entity.minion.summon,Lich summons new Minion
twilightforest,subtitles.twilightforest.entity.minoshroom.ambient,Minoshroom moos
twilightforest,subtitles.twilightforest.entity.minoshroom.attack,Minoshroom charges
twilightforest,subtitles.twilightforest.entity.minoshroom.death,Minoshroom dies
twilightforest,subtitles.twilightforest.entity.minoshroom.hurt,Minoshroom hurts
twilightforest,subtitles.twilightforest.entity.minoshroom.slam,Minoshroom slams ground
twilightforest,subtitles.twilightforest.entity.minotaur.ambient,Minotaur moos
twilightforest,subtitles.twilightforest.entity.minotaur.attack,Minotaur charges
twilightforest,subtitles.twilightforest.entity.minotaur.death,Minotaur dies
twilightforest,subtitles.twilightforest.entity.minotaur.hurt,Minotaur hurts
twilightforest,subtitles.twilightforest.entity.mistwolf.death,Mist Wolf dies
twilightforest,subtitles.twilightforest.entity.mistwolf.hurt,Mist Wolf hurts
twilightforest,subtitles.twilightforest.entity.mistwolf.ambient,Mist Wolf growls
twilightforest,subtitles.twilightforest.entity.mistwolf.target,Mist Wolf targets victim
twilightforest,subtitles.twilightforest.entity.mosquito.ambient,Mosquitoes buzz
twilightforest,subtitles.twilightforest.entity.naga.hiss,Naga hisses
twilightforest,subtitles.twilightforest.entity.naga.hurt,Naga hurts
twilightforest,subtitles.twilightforest.entity.naga.rattle,Naga rattles
twilightforest,subtitles.twilightforest.entity.phantom.axe,Knight Phantom throws axe
twilightforest,subtitles.twilightforest.entity.phantom.ambient,Knight Phantom gasps
twilightforest,subtitles.twilightforest.entity.phantom.death,Knight Phantom dies
twilightforest,subtitles.twilightforest.entity.phantom.hurt,Knight Phantom hurts
twilightforest,subtitles.twilightforest.entity.phantom.pick,Knight Phantom throws pickaxe
twilightforest,subtitles.twilightforest.entity.pinchbeetle.death,Pinch Beetle dies
twilightforest,subtitles.twilightforest.entity.pinchbeetle.hurt,Pinch Beetle hurts
twilightforest,subtitles.twilightforest.entity.quest.ambient,Questing Ram bleats
twilightforest,subtitles.twilightforest.entity.quest.death,Questing Ram dies
twilightforest,subtitles.twilightforest.entity.quest.hurt,Questing Ram hurts
twilightforest,subtitles.twilightforest.entity.raven.caw,Raven caws
twilightforest,subtitles.twilightforest.entity.raven.squawk,Raven squawks
twilightforest,subtitles.twilightforest.entity.redcap.ambient,Redcap chuckles
twilightforest,subtitles.twilightforest.entity.redcap.death,Redcap groans in agony
twilightforest,subtitles.twilightforest.entity.redcap.hurt,Redcap screeches in pain
twilightforest,subtitles.twilightforest.entity.shield.add,New Shield spawns
twilightforest,subtitles.twilightforest.entity.shield.block,Shield blocks attack
twilightforest,subtitles.twilightforest.entity.shield.break,Shield breaks
twilightforest,subtitles.twilightforest.entity.slimebeetle.death,Slime Beetle dies
twilightforest,subtitles.twilightforest.entity.slimebeetle.hurt,Slime Beetle hurts
twilightforest,subtitles.twilightforest.entity.slimebeetle.squish,Slime Beetle squishes
twilightforest,subtitles.twilightforest.entity.snowqueen.ambient,Snow Queen crackles
twilightforest,subtitles.twilightforest.entity.snowqueen.attack,Snow Queen attacks
twilightforest,subtitles.twilightforest.entity.snowqueen.break,Snow Queen's shield deflects
twilightforest,subtitles.twilightforest.entity.snowqueen.death,Snow Queen dies
twilightforest,subtitles.twilightforest.entity.snowqueen.hurt,Snow Queen hurts
twilightforest,subtitles.twilightforest.entity.swarmspider.ambient,Swarm Spider hisses
twilightforest,subtitles.twilightforest.entity.swarmspider.death,Swarm Spider dies
twilightforest,subtitles.twilightforest.entity.swarmspider.hurt,Swarm Spider hurts
twilightforest,subtitles.twilightforest.entity.tear.break,Ur-Ghast tear shatters
twilightforest,subtitles.twilightforest.entity.termite.ambient,Towerwood Borer hisses
twilightforest,subtitles.twilightforest.entity.termite.death,Towerwood Borer dies
twilightforest,subtitles.twilightforest.entity.termite.hurt,Towerwood Borer hurts
twilightforest,subtitles.twilightforest.entity.tinybird.chirp,Bird chirps
twilightforest,subtitles.twilightforest.entity.tinybird.hurt,Bird hurts
twilightforest,subtitles.twilightforest.entity.tinybird.song,Bird sings
twilightforest,subtitles.twilightforest.entity.tinybird.takeoff,Bird takes off
twilightforest,subtitles.twilightforest.entity.tome.death,Death Tome falls apart
twilightforest,subtitles.twilightforest.entity.tome.hurt,Death Tome creases
twilightforest,subtitles.twilightforest.entity.tome.ambient,Death Tome flips pages
twilightforest,subtitles.twilightforest.entity.troll.throw_rock,Troll chucks block
twilightforest,subtitles.twilightforest.entity.urghast.ambient,Ur-Ghast cries
twilightforest,subtitles.twilightforest.entity.urghast.death,Ur-Ghast dies
twilightforest,subtitles.twilightforest.entity.urghast.hurt,Ur-Ghast screams
twilightforest,subtitles.twilightforest.entity.urghast.shoot,Ur-Ghast shoots
twilightforest,subtitles.twilightforest.entity.winterwolf.death,Winter Wolf dies
twilightforest,subtitles.twilightforest.entity.winterwolf.hurt,Winter Wolf hurts
twilightforest,subtitles.twilightforest.entity.winterwolf.ambient,Winter Wolf growls
twilightforest,subtitles.twilightforest.entity.winterwolf.shoot,Winter Wolf shoots
twilightforest,subtitles.twilightforest.entity.winterwolf.target,Winter Wolf targets victim
twilightforest,subtitles.twilightforest.entity.wraith.ambient,Wraith gasps
twilightforest,subtitles.twilightforest.entity.wraith.death,Wraith dies
twilightforest,subtitles.twilightforest.entity.wraith.hurt,Wraith hurts
twilightforest,subtitles.twilightforest.entity.yeti.death,Yeti dies
twilightforest,subtitles.twilightforest.entity.yeti.grab,Yeti grabs player
twilightforest,subtitles.twilightforest.entity.yeti.growl,Yeti growls
twilightforest,subtitles.twilightforest.entity.yeti.hurt,Yeti hurts
twilightforest,subtitles.twilightforest.entity.yeti.throw,Yeti yeets player
twilightforest,subtitles.twilightforest.entity.alphayeti.parrot,Parrot coldly growls
twilightforest,subtitles.twilightforest.entity.carminitegolem.parrot,Parrot thunks
twilightforest,subtitles.twilightforest.entity.hostilewolf.parrot,Parrot growls
twilightforest,subtitles.twilightforest.entity.hydra.parrot,Parrot roars
twilightforest,subtitles.twilightforest.entity.icecore.parrot,Parrot crackles
twilightforest,subtitles.twilightforest.entity.kobold.parrot,Parrot grumbles
twilightforest,subtitles.twilightforest.entity.minotaur.parrot,Parrot moos angrily
twilightforest,subtitles.twilightforest.entity.mosquito.parrot,Parrot buzzes
twilightforest,subtitles.twilightforest.entity.naga.parrot,Parrot rattles
twilightforest,subtitles.twilightforest.entity.redcap.parrot,Parrot chuckles
twilightforest,subtitles.twilightforest.entity.tome.parrot,Parrot makes book noises
twilightforest,subtitles.twilightforest.entity.wraith.parrot,Parrot gasps
twilightforest,subtitles.twilightforest.block.beanstalk.grow,Ground rumbles
twilightforest,subtitles.twilightforest.block.bug.squish,Bug gets squished :(
twilightforest,subtitles.twilightforest.block.builder.create,Builder creates block
twilightforest,subtitles.twilightforest.block.builder.off,Builder deactivates
twilightforest,subtitles.twilightforest.block.builder.on,Builder activates
twilightforest,subtitles.twilightforest.block.builder.replace,Builder replaces block
twilightforest,subtitles.twilightforest.block.casket.close,Keepsake Casket closes
twilightforest,subtitles.twilightforest.block.casket.locked,Keepsake Casket clicks
twilightforest,subtitles.twilightforest.block.casket.open,Keepsake Casket opens
twilightforest,subtitles.twilightforest.block.casket.repair,Player repairs casket
twilightforest,subtitles.twilightforest.block.core.time,Tree of Time ticks
twilightforest,subtitles.twilightforest.block.core.transformation,Tree of Transformation hums
twilightforest,subtitles.twilightforest.block.door.activate,Castle Door fails to vanish
twilightforest,subtitles.twilightforest.block.door.reappear,Castle Door reappears
twilightforest,subtitles.twilightforest.block.door.vanish,Castle Door vanishes
twilightforest,subtitles.twilightforest.block.generic.annihilation,Block Dissolves
twilightforest,subtitles.twilightforest.block.ghast_trap.active,Ghast Trap whirs
twilightforest,subtitles.twilightforest.block.ghast_trap.ambient,Ghast Trap dings
twilightforest,subtitles.twilightforest.block.ghast_trap.on,Ghast Trap activates
twilightforest,subtitles.twilightforest.block.ghast_trap.spindown,Ghast Trap shuts off
twilightforest,subtitles.twilightforest.block.ghast_trap.warmup,Ghast Trap warms up
twilightforest,subtitles.twilightforest.block.jet.active,Fire Jet flares
twilightforest,subtitles.twilightforest.block.jet.pop,Fire Jet pops
twilightforest,subtitles.twilightforest.block.jet.start,Fire Jet starts
twilightforest,subtitles.twilightforest.block.pedestal.activate,Trophy Pedestal accepts trophy
twilightforest,subtitles.twilightforest.block.portal.woosh,Twilight Forest Portal beckons
twilightforest,subtitles.twilightforest.block.reactor.ambient,Carminite Reactor whooshes
twilightforest,subtitles.twilightforest.block.reappear.reappear,Reappearing block reappears
twilightforest,subtitles.twilightforest.block.reappear.vanish,Reappearing block disappears
twilightforest,subtitles.twilightforest.block.slider,Sliding Trap moves
twilightforest,subtitles.twilightforest.block.smoker.start,Smoker starts
